section,part,page,category,block_summary,text
Section 8. Employment and Wages Analysis,Part 3. Outcome Analysis,101,title,,3. What were successes and challenges from previous Cal- OAR process?
Section 8. Employment and Wages Analysis,Part 3. Outcome Analysis,101,plain text,,"The Agency's goal is to reduce observed disparities, provide equitable services to all populations, empower communities, and promote equitable outcomes. The Cal-OAR Team will continue to explore systemic causes of and contributing factors to any identified disparities and develop meaningful strategies to address them throughout the Cal-CQI orocess. D"
Section 8. Employment and Wages Analysis,Part 3. Outcome Analysis,101,plain text,,"Following the submission of the Cal-CSA, the Cal-OAR Team will be closely analyzing individual level data available through the Cal-OAR 19 reports and will discuss emerging themes from the Cal-CSA and additional research with focus groups and partners."
Section 8. Employment and Wages Analysis,Part 3. Outcome Analysis,101,plain text,,N Not applicable during the 2021-2026 Cal-OAR cycle.
Section 8. Employment and Wages Analysis,Part 3. Outcome Analysis,101,plain text,,N Not applicable during the 2021-2026 Cal-OAR cycle.
Section 8. Employment and Wages Analysis,Part 3. Outcome Analysis,101,plain text,,Not applicable during the 2021-2026 Cal-OAR cycle e.
Section 8. Employment and Wages Analysis,Part 3. Outcome Analysis,101,plain text,,Part 3. Outcome Analysis
Section 8. Employment and Wages Analysis,Part 3. Outcome Analysis,101,plain text,,1. What other performance measures might impact these measures?
Section 8. Employment and Wages Analysis,Part 3. Outcome Analysis,101,plain text,,Not applicable during the 2021-2026 Cal-OAR cycle
Section 8. Employment and Wages Analysis,Part 3. Outcome Analysis,101,plain text,,4. What previous Cal-SIP strategies might the county consider building upon in the next Cal-SIP period? Not applicable during the 2021-2026 Cal-OAR cycle
Section 8. Employment and Wages Analysis,Part 3. Outcome Analysis,101,page number,,102
Section 8. Employment and Wages Analysis,Part 4. System Analysis,102,title,,1. Analysis of program practices as they relate to each programmatic grouping of measures.
Section 8. Employment and Wages Analysis,Part 4. System Analysis,102,title,,2. Further assessment by the CWD of its service delivery system and mechanisms.
Section 8. Employment and Wages Analysis,Part 4. System Analysis,102,plain text,,"VT is a post-assessment, transitional, and short-term training activity to prepare participants for a specific trade, occupation, or vocation. VT activities are tailored towards fields identified as growth-oriented, emerging careers, meeting an unmet community need, or in high demand for new employees. VT is provided in our Agency through three contracted providers: Anaheim Workforce Development Board (Anaheim WDB), EQUUS, and Santa Ana Workforce Development Board (Santa Ana WDB). The case manager and contracted provider collaborate with each client to assess needs and career goals and arrange an appropriate VT program at training sites throughout Orange County."
Section 8. Employment and Wages Analysis,Part 4. System Analysis,102,plain text,,"For career and wage progression purposes, WTW clients are referred to Vocational Education Activities which include Adult Basic Education, English as a Second Language, General Education Development (GED) Academy, GED Preparation, Cell-Ed, Self- Initiated Program, Privately Funded Postsecondary Educational Institutions, Publicly Funded Postsecondary Educational Institutions, and Vocational Training (VT) through our contracted partners."
Section 8. Employment and Wages Analysis,Part 4. System Analysis,102,plain text,,"The primary focus of WTW case managers is to help adult clients receiving cash aid move from CalWORKs dependency to self-sufficiency through employment-focused and training activities that lead to unsubsidized employment. During Appraisal, the case managers encourage clients to provide information about their employment history, education, and skills to assign them to appropriate activities."
Section 8. Employment and Wages Analysis,Part 4. System Analysis,102,plain text,,"SE is time-limited employment in which the client's employer is partially or wholly reimbursed for wages and necessary training costs related to the job. SE provides clients who have little or no work history with an opportunity to learn soft skills and build workplace confidence and self-esteem through paid employment at a public, private, or non-profit worksite. Clients gain basic employability skills and enhanced experience, increasing their chances of securing Unsubsidized Employment after the SE period ends. Our Agency provides SE programs through EQUUS and the Santa Ana Workforce Development Board."
Section 8. Employment and Wages Analysis,Part 4. System Analysis,102,plain text,,"The employment activities include Unsubsidized Employment, Subsidized Employment (SE), self-employment, and work-study."
Section 8. Employment and Wages Analysis,Part 4. System Analysis,102,plain text,,N No further information to add at this time.
Section 8. Employment and Wages Analysis,Part 4. System Analysis,102,plain text,,Part 4. System Analysis
Section 8. Employment and Wages Analysis,Part 4. System Analysis,102,page number,,103 103
Section 8. Employment and Wages Analysis,Part 4. System Analysis,103,title,,3. General Measure Analysis S
Section 8. Employment and Wages Analysis,Part 4. System Analysis,103,plain text,,"Regardless of existing employment, case managers assess each client's employability and identify barriers to employment. Based on initial and ongoing assessments, case managers update and maintain plans geared towards helping clients increase income and self-sufficiency. If the client is already employed, case managers will work to identify the client's service needs by assessing the individual's goals, educational background, employment history, and employment skills."
Section 8. Employment and Wages Analysis,Part 4. System Analysis,103,plain text,,"SE provides access to employment and earnings while increasing work experience, skills, and connections that improve a participant's employability after the subsidized employment period ends."
Section 8. Employment and Wages Analysis,Part 4. System Analysis,103,plain text,,"For the 2021 Calendar Year, 32% of the total activities of WTW enrollees were Unsubsidized Employment, 1% Subsidized Employment (SE), and 3% were Self- 一 Employment."
Section 8. Employment and Wages Analysis,Part 4. System Analysis,103,plain text,,· Provide ongoing coaching and mentoring
Section 8. Employment and Wages Analysis,Part 4. System Analysis,103,plain text,,· Communicate and collaborate with the client to gather relevant information to a assess employability and identify appropriate barrier-removal services
Section 8. Employment and Wages Analysis,Part 4. System Analysis,103,plain text,,"· Identify the participant's service needs by assessing the individual's goals, educational background, employment history, and skills"
Section 8. Employment and Wages Analysis,Part 4. System Analysis,103,plain text,,"·Learn primary job-seeking skills such as developing a resume, preparing for an interview, dressing professionally, and communicating with employers"
Section 8. Employment and Wages Analysis,Part 4. System Analysis,103,plain text,,· Assign WTW Activities and make referrals to appropriate service providers to assist the client in obtaining employment
Section 8. Employment and Wages Analysis,Part 4. System Analysis,103,plain text,,"· Coordinate case conferences with Employment Eligibility Specialists, Senior Social Workers, service providers, and partners to provide the participant with the necessary supportive services to ensure successful participation in their assigned"
Section 8. Employment and Wages Analysis,Part 4. System Analysis,103,plain text,,· Monitor participation and utilize strategies to maintain and increase required participation hours
